_id,ally_baron_kills,ally_dragon_kills,ally_inhibitor_kills,ally_kills,ally_rift_kills,ally_tower_kills,enemy_baron_kills,enemy_dragon_kills,enemy_inhibitor_kills,enemy_kills,enemy_rift_kills,enemy_tower_kills,rank,score_diff,win
NA91BgtGiE1eYNy0A2mKha,2,4,2,59,0,10,0,1,0,28,2,4,DIAMOND,13.152367148881666,True
NA91UHD1lxSCV8fL2OdrZw,0,0,0,30,0,1,2,5,2,25,1,11,GOLD,-1.093908020136162,False
NA91nlcp0jcrBIlSG7wJ1A,0,4,0,40,1,6,1,0,2,39,1,10,BRONZE,-0.4160311348315915,False
NA91pfo5L6Br07NfYe0QCC,0,0,2,68,0,4,0,0,1,53,0,4,BRONZE,2.928834724831489,True
NA91vbPt6G08OVuQ7G5mFP,1,4,2,45,2,10,1,2,0,34,0,6,BRONZE,4.272863231461692,True
NA91xVh3KN1Chz98hesPJZ,0,0,0,30,0,2,2,4,5,45,2,11,BRONZE,-3.0694821334346614,False
NA921p1239iIrYqlQ7f1I6,0,2,1,49,1,9,0,2,0,24,1,2,DIAMOND,10.320079435077504,True
NA923ptziV4Im4SccRp3jN,0,1,0,31,2,2,1,2,0,31,0,6,BRONZE,-1.4308277243613858,False
NA92A484sxcrG9YyBNql63,0,3,3,25,1,11,0,0,0,11,0,1,PLATINUM,12.246988883469584,True
NA92GSwe9JViC2uaDTbhnh,0,2,2,37,2,10,1,2,0,24,0,1,GOLD,4.828747998224131,True
NA92HHM4MkpqktXrySj7ns,0,2,0,29,0,4,2,3,2,42,2,8,SILVER,-5.934320611423978,False
NA92KfoKdJwsxrl7BMydur,0,1,0,30,0,1,1,2,2,43,1,9,SILVER,-8.440045040697363,False
NA92MG1Y0wu9XnP8XiIfPi,1,3,3,45,2,11,0,1,0,22,0,2,BRONZE,10.76991961389195,True
NA92fdL6tK4t9NtxHHxfoR,0,1,0,24,2,5,2,4,2,28,0,7,DIAMOND,-0.7850774531572995,False
NA92jTwLYu072vJdIId7TJ,1,1,2,30,2,9,0,2,0,17,0,3,CHALLENGER,7.793795806709795,True
NA92kQoDDbG8D4ZZEoy5Ko,1,4,2,36,2,11,0,0,0,9,0,1,DIAMOND,14.54914494433624,True
NA92lPRTk4IiZZ7GoEdazJ,0,5,3,58,0,11,2,0,0,34,1,5,SILVER,8.321256060491528,True
NA92nNFL4gU9bSkFMEmRyu,1,4,3,61,1,11,0,0,0,36,0,0,SILVER,7.0730217220787,True
NA92qwoxhF1JEmrSSInjsO,1,1,3,33,1,11,0,2,0,24,0,3,BRONZE,4.612280910225351,True
NA92sq3ZWxisPI7ZbR1fiL,0,4,0,40,0,4,2,2,1,46,1,9,IRON,-0.705183659097905,False
NA931lOXud8LCwSfoKW7st,1,3,2,28,1,10,1,3,0,25,0,4,IRON,-0.7285108674722878,True
NA9343duFTlz4JywMUtEfr,1,4,2,45,1,10,0,1,0,26,1,4,GOLD,9.760206197236911,True
NA937Ub8DWMvIspS0ka0nB,1,2,1,31,1,10,0,3,1,21,0,6,IRON,8.866128710452806,True
NA93BM3yWA9L7tCeL6iXzA,1,4,1,46,0,7,1,2,1,34,1,9,PLATINUM,4.309660348734994,False
NA93CYS7HmtH5s7rrtXUDm,1,1,2,47,1,8,1,4,2,34,1,10,DIAMOND,3.180687105770126,False
NA93DRbfwQLykBG0DPDZ5O,1,4,2,48,1,10,0,1,0,29,0,2,PLATINUM,5.111369439007198,True
NA93HpafP7r10h6Hx5ZuFR,0,1,0,14,0,4,1,3,1,29,2,9,IRON,-14.54381307108492,False
NA93YVTAdS8meYdqwBBnO6,1,2,2,44,1,9,0,1,0,17,1,2,DIAMOND,13.137099666230185,True
NA93cpuMqBBDiB6zxHLohk,0,0,1,67,0,4,0,0,2,54,0,4,DIAMOND,1.6156051853856468,False
NA93f2vOcXTBaUuff5iT51,1,4,1,41,1,9,0,1,0,15,1,4,DIAMOND,11.727338178761237,True
NA942o3OFPqRHpZKhqzou6,0,1,0,19,0,1,1,2,2,26,2,11,IRON,-12.342789869657183,False
NA94bCG3O0AKgKI6IzaAlM,0,3,2,24,1,8,1,2,1,43,1,7,SILVER,-6.38347535258837,False
NA94bSqw0Yi04tVFeds0tT,0,0,0,10,0,1,0,3,0,28,2,5,BRONZE,-10.512592712727283,False
NA94iVYhWVJjQZnAQL7A4V,0,3,2,37,2,7,2,3,6,51,0,11,BRONZE,-4.539294897298809,False
NA94n8eIQlZnE55gdC6HwV,0,0,2,33,1,11,0,3,0,20,1,2,PLATINUM,4.629265321312815,True
NA94oYGk5C9fdtnIhI4rGy,0,3,4,49,0,11,1,1,0,25,0,1,SILVER,8.917042364894236,True
NA94rGCxLLbLCUZdwjAkpS,0,2,1,41,1,7,0,2,0,32,1,5,SILVER,4.26326352129496,True
NA95SLEoheTvOrejuMvtsB,0,0,0,26,0,0,1,3,3,33,2,10,GOLD,-6.508570238797624,False
NA95Ttt5IHnRWUFoIf35Gh,0,1,0,17,0,2,1,3,1,29,1,7,IRON,-11.32498113821675,False
NA95XA6h9uxArGX1sJflLu,1,2,1,42,0,9,1,3,0,40,2,6,PLATINUM,-1.052331489582606,True
NA95Yp7bDhYDDFjMr14ID7,0,4,1,42,1,8,0,0,0,13,0,3,SILVER,15.192463459644742,True
NA95eAno6LL7ixZ0FWMfVJ,1,3,3,62,0,9,0,1,0,28,1,5,BRONZE,10.241114595363634,True
NA95gdTcT69jcEtFdnVNVJ,0,2,0,36,1,2,0,3,3,45,1,11,BRONZE,0.5980174183490519,False
NA95phqFlgrDu7CyfoL9SR,0,2,1,26,1,7,0,1,0,11,1,0,DIAMOND,10.145835548538138,True
NA95rejie3KnrQKrsfKe61,0,2,3,39,1,11,0,1,0,21,0,0,SILVER,10.235693332742642,True
NA964ED7R8Bbadvq9kOIPs,1,2,3,51,0,11,0,1,0,23,1,3,DIAMOND,11.407221765300491,True
NA965TzvuFAbjkBNyzLWQU,1,5,1,41,2,8,0,0,0,24,0,2,BRONZE,11.42473967121276,True
NA96M8KX6tKtFqP9B2jN5x,0,2,1,27,1,5,2,3,1,25,1,8,DIAMOND,2.550776859915267,False
NA96UDieTvMgyNPTCxcC4c,0,1,3,28,2,8,2,3,3,53,0,11,SILVER,-5.518334709157095,False
NA96WfBH4R0NC7ej3xSgSn,0,1,0,19,2,4,1,3,3,40,0,11,PLATINUM,-10.284987387314452,False
NA96YVy0zUF5b8LRBMd4HI,1,3,3,31,0,11,0,1,0,27,2,4,DIAMOND,0.9142600622698822,True
NA96b8DDM1Yy0RGMMJjfik,2,1,2,47,0,7,0,4,0,37,2,4,GOLD,4.9012834125634726,True
NA96mTENM4YLAjdlyuXg0n,0,1,0,23,2,2,0,4,3,40,0,11,GOLD,-4.285766060871339,False
NA96xs5dAWwDwcaHCDj9cg,0,0,2,57,0,4,0,0,1,54,0,2,GOLD,-0.4797315074072799,True
NA96ykb3Xk9NNK8TCw70T3,0,3,2,29,0,8,2,2,1,36,1,10,BRONZE,-5.604460622043675,False
NA9785BuEnS02W269Evtw7,0,2,0,31,1,6,1,1,2,51,0,10,SILVER,-5.106435012952915,False
NA97HV3PChj9I8I3VLpKSz,2,1,1,44,1,7,0,3,0,29,1,4,PLATINUM,4.207346912937922,True
NA97HyKr8LmgR1vHmJPK3c,1,2,2,40,2,10,0,1,0,18,0,2,GRANDMASTER,10.667111284155723,True
NA97LeTKcmS4hAgAO6duYZ,1,3,1,46,0,8,1,1,0,38,1,4,DIAMOND,0.6867024565676161,True
NA97OET8XRFvVSfjx5RXkR,0,0,0,20,1,5,1,3,2,39,1,10,GOLD,-9.81957541874089,False
NA97P44LjnsxrA4ix7iqAq,2,3,3,42,1,11,0,0,0,25,0,3,SILVER,9.61851244187395,True
NA97QaLPRysbKFE1sytktt,1,0,0,23,0,1,0,4,2,39,2,11,DIAMOND,-10.96480372200694,False
NA97bwz3koyFuDI9hl22C9,0,0,0,17,0,1,1,3,3,33,0,11,SILVER,-10.518501086693718,False
NA98HLkC1GnpclQqAI7ArZ,0,0,0,29,0,3,1,4,3,29,1,11,BRONZE,-2.089504280032429,False
NA98K7Wo9zPCD2WHdyB4WH,1,4,2,39,2,9,0,0,0,17,0,4,BRONZE,9.210883924804527,True
NA98M1rbKZjLXbJFLUvs0c,0,1,0,24,1,3,1,2,2,36,0,10,PLATINUM,-7.218844589377682,False
NA98MV1m5ntEfKzcZj6Pr1,0,1,1,44,1,6,2,4,1,50,1,9,IRON,-2.95022879861812,False
NA98OigFL0clh4tivb7lOx,0,1,0,29,0,4,1,2,3,38,2,9,SILVER,-1.32390611998089,False
NA98TTPUwtBzBRd0jjJ59I,2,2,1,28,0,8,0,2,0,26,1,5,SILVER,3.5998561945023013,True
NA98i7yZsIEIW1IECwqBlp,0,3,0,29,0,5,2,3,2,30,1,10,BRONZE,-3.984714964063677,False
NA98k3o4ewH39PhkeThNB2,0,2,0,17,2,2,0,1,2,40,0,10,IRON,-12.549220034059196,False
NA98krXysgm5o9usMdvrC1,0,1,0,24,0,3,1,3,3,40,1,11,GOLD,-12.35600876906758,False
NA98kzwMIUmgVcTBkvylVB,0,0,0,94,0,1,0,0,5,113,0,4,GOLD,-2.157075066877852,False
NA98mIFjEkTlMreoACyWLT,0,2,2,36,2,8,2,2,2,35,0,10,PLATINUM,2.376899880186372,False
NA98pcUNkAq5YvFOzSxG42,0,0,0,29,0,6,1,4,1,28,2,6,CHALLENGER,-1.5343973236074504,False
NA98u5hcq8FPkgZi8EWf1O,0,1,0,21,2,5,1,4,2,34,0,11,DIAMOND,-10.281423773599194,False
NA98wfP2rTnXHU0tExU5a6,1,2,0,51,1,2,1,4,5,54,1,11,BRONZE,0.6743328632951986,False
NA99ESSRnpPpYptF7MKuEv,0,2,1,31,2,5,1,1,2,43,0,10,MASTER,-2.6411200778361774,False
NA99F8xicP95MHnpjEu7RV,0,4,0,49,2,6,1,1,0,39,0,5,SILVER,3.01089639599671,True
NA99FmhXUwerhRihNdlDWc,1,3,1,33,0,7,1,1,0,20,2,6,GOLD,7.932708619047801,True
NA99I245QL1anw7lscDrS1,1,3,2,42,0,10,0,1,0,15,1,1,GOLD,15.73730771252992,True
NA99PU1SkyEORMoanIFrl3,0,2,0,36,1,4,1,3,2,38,0,11,GOLD,-4.117183448025443,False
NA99SGqTkXs081Kl6EaGYi,0,3,2,38,1,8,1,2,2,46,1,8,IRON,-2.281966826806027,False
NA99X4wtp1NcxHsTEOOTEO,1,3,1,32,1,7,0,1,0,17,1,3,GOLD,6.414786886515408,True
NA99XbEeluzzX4m4MAP5m7,1,3,1,38,1,6,0,0,0,18,1,1,IRON,11.038083837649118,True
NA99cHOCRRcMLDLznx2L84,1,4,1,45,2,8,1,0,0,26,0,4,MASTER,6.0803190407727215,True
NA99dRRmKUOyfb2K8ZzKJq,1,3,5,43,1,11,0,2,0,18,0,2,GOLD,11.1116884210497,True
NA99fBETYBZPNAuzC9zHiQ,1,1,2,33,2,11,0,2,0,13,0,0,SILVER,16.517557419013254,True
NA9A22gOROlDphvDpmzkoe,1,4,0,32,0,6,1,1,0,27,2,5,IRON,3.096077977603997,True
NA9A4ZS2krPY8kBkItaVWu,1,4,2,32,2,10,1,0,0,22,0,4,PLATINUM,3.3066995068623086,True
NA9A8WhLXQH6jq31EcaCdM,0,1,1,41,0,7,1,3,2,32,2,10,BRONZE,3.917155774818717,True
NA9A8lUgnsMd3ElfPkiLlj,0,4,1,46,2,7,0,0,0,30,0,4,BRONZE,5.744935322847155,True
NA9AHAoxTxUtIfE50tmdm0,1,5,5,42,2,11,0,0,0,32,0,2,BRONZE,3.636419636168952,True
NA9AItvzbbAWctjqdGsjXb,0,3,4,52,2,9,3,4,1,65,0,9,GRANDMASTER,-2.89503201354038,False
NA9AJHhdRmnLx9qpUGK25F,0,0,0,18,0,2,2,4,2,36,2,10,GOLD,-10.131022087880403,False
NA9AJmUw3Ry1gLoik3gWc5,2,2,1,43,0,9,0,2,0,33,0,4,IRON,2.5320160333525337,True
NA9ASZwAHzDYF3iFqrPWtp,2,1,0,47,1,5,1,5,3,47,0,10,IRON,6.929508075902859,False
NA9AWs0tIdPU04enEF0Cdf,1,3,2,35,1,10,0,0,0,27,0,1,MASTER,3.460087750061064,True
NA9AYoSCGAOe5NMxJ5tB33,0,3,0,30,0,4,2,2,3,25,2,11,SILVER,-0.70486396274935,False
NA9Aas4KT7Q00QaPDmFnsA,0,1,0,32,0,1,0,3,3,55,2,10,IRON,-7.2102161554392765,False
NA9Ai2hGB4SkJUiBViveS9,1,3,2,27,2,11,0,0,0,6,0,2,SILVER,13.715244848754832,True
NA9AjNU1AJ5JprHXoqZFBw,0,1,0,19,0,1,0,1,1,19,2,8,IRON,0.1980328254141028,False
NA9Akz0cSP2O4t3RtOlNSX,1,2,0,22,0,5,1,2,1,33,2,9,GRANDMASTER,-5.092646385051509,False
NA9Aot6uRqszByjMSUqFLj,0,3,3,32,0,11,0,0,0,17,0,2,SILVER,11.290015277521183,True
NA9AsOECX00JFLD7emN0wo,0,3,3,53,2,11,0,1,0,29,0,1,BRONZE,7.473162732368635,True
NA9B53tZoXBMrvLkYAL6VQ,0,3,2,43,1,6,2,2,3,45,1,10,IRON,1.7885202760051158,False
NA9B7zJ7iFyiZdyeAccnpf,0,1,0,36,0,0,2,4,3,40,2,10,DIAMOND,-0.7774839591068172,False
NA9BDnwb7HHWs1mlXjgUWw,0,0,1,72,0,2,0,0,2,88,0,4,SILVER,-2.5032692721064507,False
NA9BHubQEUcbn3NrgQjGHt,1,2,2,48,2,10,1,3,0,38,0,7,DIAMOND,2.076055075766454,True
NA9BIz1Rbkd7MVuXRPczrc,0,2,0,33,1,5,1,2,3,36,1,11,BRONZE,-2.8124525468219588,False
NA9BLJX6OqOQQQ0xgqplOE,0,2,0,24,1,4,0,0,0,12,0,3,SILVER,13.627922701559749,True
NA9BPEffduQKKzu07L4142,1,2,2,35,2,11,0,2,0,27,0,2,GRANDMASTER,2.894931713632616,True
NA9BYsUmbSYWMVNPbu6Op9,0,3,1,47,1,7,0,2,1,35,1,6,PLATINUM,5.22195087001095,True
NA9BsPDDhemlpYi3LvnvG9,0,0,0,57,0,1,0,0,1,68,0,4,DIAMOND,-3.144236204376895,False
NA9C0yvtqvDtc29i6aok2c,0,2,0,42,0,5,1,4,5,55,2,11,SILVER,-4.448762641366777,False
NA9CGrmK1epykVqONJUZYu,0,0,2,68,0,4,0,0,0,64,0,2,PLATINUM,-1.006290272570645,True
NA9CvMPhoWxI0WTUxeAUYb,0,0,0,21,0,0,1,4,3,27,2,11,SILVER,-9.89941924732225,False
NA9DAb29uCeJAMcL2x6QBY,0,0,0,18,0,2,0,3,3,40,2,11,SILVER,-8.310590655648312,False
NA9DdXe5H6woBVrFAGYhBc,2,0,0,31,2,5,0,4,1,46,0,8,IRON,-5.118436491995212,False
NA9DhSx6ER3XxOiDpWA8HX,0,0,0,37,0,5,1,4,5,52,1,11,PLATINUM,-5.207711968141176,False
NA9DmpHgEY2Z9M3BEUzABv,1,3,4,45,1,11,0,1,0,26,1,3,DIAMOND,6.201089618027304,True
NA9Do7p3MiYcftxOMJgY70,1,4,1,35,0,7,0,0,0,21,2,2,BRONZE,8.140696653064566,True
NA9E0kQMSnu3G5rDGXJzla,0,2,4,42,1,11,0,1,0,33,0,3,PLATINUM,2.2397330578584658,True
NA9E70T80RRyKAxY9UUZUM,0,3,0,28,0,2,1,1,3,42,2,10,GRANDMASTER,-4.116264998954591,False
NA9EEco7OuLrYzTCR3k57t,0,1,0,26,0,3,1,2,1,27,2,8,GOLD,-2.2541585433290194,False
NA9EMgbCgjY7OuP9FSwmvq,0,4,1,32,2,8,0,0,0,11,0,0,SILVER,15.738942570072345,True
NA9EUgP5cpGomq1z3xl1GR,0,0,0,22,0,3,1,3,1,33,2,7,GRANDMASTER,-5.045884487829575,False
NA9EUxdEW4kARbyYf6YkRM,0,0,0,27,0,3,0,4,1,38,2,7,IRON,-7.478525790634485,False
NA9EZlMJamU1DPms4u4TWh,0,3,1,35,0,5,0,1,0,25,2,2,PLATINUM,7.253128258971898,True
NA9EjDkatmy6ilzYK1zI9Q,2,4,3,48,1,11,0,1,0,24,1,2,DIAMOND,10.653895875074404,True
NA9EjcYYLGZ2AfvbRZP16E,1,4,2,38,1,10,0,1,0,24,0,1,GOLD,7.022242720769881,True
NA9EmmxiV65TPUMOF0BeAG,0,0,0,21,0,1,1,4,3,53,2,11,SILVER,-12.221995938399829,False
NA9Er5igukQfzKjwx3AwCx,0,1,1,28,1,5,1,3,1,38,0,7,IRON,-7.135047861252403,False
NA9EsS9Cjc2nZr1gYyz5B0,0,3,1,23,0,7,0,0,0,11,2,2,SILVER,8.670692883791645,True
NA9F2J3YOxX3f8WDaO41xi,0,2,5,50,1,9,3,5,1,62,0,10,IRON,-4.67346836822496,False
NA9F8EvZDlEpjMAqaHSTJF,0,2,0,34,0,3,0,1,0,8,2,1,IRON,15.91637517653118,True
NA9F9rkf9xodqKg8c3LVTb,2,3,4,39,1,11,0,2,0,32,1,3,MASTER,1.3716032824854807,True
NA9FF4WODDw9LgfrWJ03lX,1,3,2,48,1,8,0,2,0,28,0,6,SILVER,9.902504548607624,True
NA9FG4fgySP1rLV4FsKP4r,0,2,0,21,1,4,1,4,2,32,1,8,IRON,-3.799977508485576,False
NA9FM5H6OVdJvPn8nqUUsR,0,0,0,22,0,2,1,4,1,36,2,9,DIAMOND,-11.20242319603414,False
NA9FVdoEOjl2JgexsVajaD,1,4,1,51,0,7,0,0,1,35,2,5,BRONZE,5.286698010266001,True
NA9FZHlEccEd7nsL5g00Ag,1,4,4,41,2,11,0,0,0,24,0,2,GOLD,8.035898856115004,True
NA9FcT1E3ytVfcZU4kD3BS,0,0,0,16,1,2,0,3,1,29,1,7,PLATINUM,-8.949144101079249,False
NA9FcblqTLzzcURp27qcWz,0,1,1,28,1,7,1,2,2,48,0,9,PLATINUM,-9.90408076391784,False
NA9FoeQ6LUym0EgsfB7oyT,0,2,2,30,0,10,1,1,1,39,2,6,PLATINUM,-2.561940818845464,True
NA9Fp8RJ7tPbvjYWWisAMu,1,2,3,28,0,11,0,1,0,17,1,3,PLATINUM,6.699305527053923,True
NA9FsoF8GbZFVFKYrKB7VH,0,0,0,30,0,1,1,4,2,43,2,11,DIAMOND,-3.410776792162345,False
NA9FujiRaqDG2g8pxxbbxR,1,3,5,37,0,11,1,2,0,32,2,5,PLATINUM,1.886540040595591,True
NA9GBCOiihTJ5paoKIOg3t,2,4,1,43,0,10,0,2,1,35,1,6,SILVER,6.385251659143243,True
NA9GPJkZkeVFF3iJSzaPbl,1,2,1,47,0,10,0,3,0,42,2,4,BRONZE,-2.2456924859065026,True
NA9GlklD06lXrzkDfWaIOa,1,3,1,43,1,9,0,0,0,20,0,5,GOLD,12.95472431228,True
NA9GlmJdJAwSEtYif99A6u,0,4,4,43,1,11,1,1,0,38,1,2,DIAMOND,0.2718642939560496,True
NA9GsNFAW44MPUh81nZotE,0,2,0,50,1,5,0,1,1,34,1,5,SILVER,7.227071487730242,True
NA9GsuIbS9br4FHre860t6,1,4,6,60,1,11,1,2,0,44,0,5,DIAMOND,2.324455703405363,True
NA9GwO9a1KkoMRMvgeEjvO,0,1,0,27,0,3,2,3,2,50,2,10,DIAMOND,-8.668275036789659,False
NA9HBAHYR6X3DubkB1OUDv,1,3,1,71,0,8,1,4,0,58,2,5,BRONZE,3.748786334848589,True
NA9HC3v63rgjidfRZsbif5,2,2,1,39,2,10,0,3,0,23,0,3,DIAMOND,3.778461120340509,True
NA9HCLtkujL5Ub80CzEm9O,2,4,1,37,2,8,0,1,0,25,0,1,PLATINUM,9.544898164261769,True
NA9HFALJoNjH0e0m9GzxvC,0,3,0,41,1,4,3,3,3,54,1,9,PLATINUM,-3.099733349077951,False
NA9HHeHMR2k4TItuJgAJTF,0,0,0,25,1,5,2,4,0,47,1,9,SILVER,-10.57024213869245,False
NA9HTjjSg4VNyxyMp3OfLI,1,2,0,38,2,5,0,1,0,23,0,2,DIAMOND,6.807714382186681,True
NA9HU7ssPTSDh5tIkWHWeZ,0,2,0,46,1,4,0,1,0,27,1,2,BRONZE,8.89642647514129,True
NA9HYMhufd7SrxfPRx9N9d,0,4,3,62,0,9,1,2,3,61,2,10,PLATINUM,-6.208271295258314,False
NA9HZbHTmBv1KZKe8ElRvM,2,3,3,40,2,11,0,1,0,34,0,5,MASTER,-1.09723913037044,True
NA9HhJg6tGL1xdIxjXkh1g,1,3,3,31,2,11,0,0,0,19,0,1,SILVER,8.41096215876297,True
NA9HmdB9E6h28r6Gvoxs2H,1,1,1,35,2,6,2,3,2,43,0,10,SILVER,-4.027151781629094,False
NA9I5Hi0YOaBeBM1gmqo2s,1,0,0,34,1,3,1,4,1,42,0,9,DIAMOND,0.1689345725311568,False
NA9IFmqZBfHyU1wJ1iGRxT,0,2,3,33,1,10,0,2,0,22,0,2,DIAMOND,3.802989000309609,True
NA9IHYSBpdUFTH7J6uEMgB,0,0,0,34,0,5,2,5,1,37,1,7,SILVER,0.1329486245234648,False
NA9INXrd2I4DZLOl5Ifxk1,0,1,0,21,1,4,1,2,1,33,1,8,DIAMOND,-6.859811011084275,False
NA9IXBBSQLXp8NZvqiSYY6,1,1,2,30,2,9,0,2,0,17,0,3,CHALLENGER,7.793795806709795,True
NA9IbYx1q5JpcWgwsTOwk3,1,2,1,25,1,7,0,1,0,15,1,2,BRONZE,5.714518752268866,True
NA9IegyNYZclNcIfn692p7,0,3,1,39,1,8,1,2,1,31,1,7,DIAMOND,10.533090536348972,True
NA9IlO6z3jUH9i76uBJtbz,0,2,0,21,0,3,1,2,0,37,2,4,CHALLENGER,-6.509285062291923,False
NA9IlUd6Hhrfn2bryjE8gs,0,2,0,34,1,3,1,3,2,43,1,10,GOLD,-1.690941700175287,False
NA9Im7O7wXoQaSQFhRHFLF,0,1,0,44,1,4,0,4,2,52,1,10,SILVER,-2.8625790761067837,False
NA9J2ffVL6IQrVswh5RSVv,0,4,0,32,0,4,1,0,2,28,2,9,SILVER,-3.203569848841063,False
NA9J3CUakpyW9MM0AJAbTd,1,2,0,28,1,3,0,2,0,19,0,3,DIAMOND,3.9587503363487775,True
NA9JDNcw84uG8YthW2gtkX,0,1,0,45,0,3,1,4,4,51,1,11,GOLD,-3.146294064257241,False
NA9JOK4d6S18XqLZ2jRv9u,0,4,2,48,1,10,0,0,0,31,1,1,SILVER,12.758672673056177,True
NA9JSeM9NPN13bRsmg5KGi,2,4,1,33,1,8,0,0,0,23,0,2,GOLD,5.405588964054488,True
NA9Jzhov3lYsPH7HoDFRsU,1,3,3,30,1,9,0,0,0,18,0,1,GOLD,9.234310868360332,True
NA9K0LgMUfu6AOOtCedcyr,1,2,1,46,0,7,1,3,2,55,2,7,GOLD,-3.80721850656812,False
NA9K5BOP6WnzO5YKDLIXJJ,0,2,0,24,1,4,0,1,0,5,0,1,SILVER,16.566937087114823,True
NA9K5MnaA4OpNXSpwVXdx1,1,4,3,41,1,11,0,0,0,39,0,4,SILVER,1.6755400778122649,True
NA9K7hGlxWMsHpERlX3G8m,0,4,2,34,2,10,0,0,0,17,0,0,PLATINUM,11.960385240128891,True
NA9KC9pzkUtpx0vG1zkZaW,1,2,2,46,1,9,0,1,1,21,0,5,BRONZE,12.883195477481198,True
NA9KIK1es43lpNtHQf196v,1,3,2,53,1,9,0,1,0,25,0,2,SILVER,11.328144022905027,True
NA9KJ2hqLDyyPkiqAFovKI,2,5,3,55,2,11,0,1,0,46,0,5,IRON,3.4644930865043198,True
NA9KMoyVMkASbtE5Vs816x,1,2,2,32,2,10,1,2,1,39,0,9,GOLD,-6.3705182612877,True
NA9KQ04hZWrkoZrkpM64JF,1,3,1,40,1,6,0,2,0,33,0,6,SILVER,1.905726178479,True
NA9KQZ26blmLAFA15TyRBf,1,3,1,52,1,8,1,2,0,38,0,8,SILVER,4.411246121240438,True
NA9KYoHAQ6j8VYvbDBLbzM,2,3,2,57,0,8,1,3,0,44,1,6,BRONZE,3.301896282025645,True
NA9Kang3MxuhgCQQU3UI99,0,4,3,46,1,10,1,1,0,53,1,5,BRONZE,-0.986187994702064,True
NA9KhhVVCZYooxr7BBrArM,0,2,0,29,0,6,1,2,2,50,1,10,IRON,-15.31447898530918,False
NA9KrcAn2gtVgNgvAvtmfd,1,3,3,47,2,11,0,1,0,24,0,5,IRON,7.888353669772535,True
NA9KxHbZiHry8Y9Y2fFOrJ,1,4,3,36,1,10,1,2,2,32,1,8,SILVER,5.2946276918628925,True
NA9LAYtUFge598MT1GNXfL,0,0,0,13,0,0,0,3,0,28,2,5,IRON,-11.258058731109198,False
NA9LUjOBysR6DOxp53xr7n,0,0,0,21,1,1,1,3,1,33,0,7,PLATINUM,-8.81510007836588,False
NA9LV4RyZ4Doqwm0BiG0ba,0,1,0,35,0,4,1,4,3,41,1,11,BRONZE,-1.6729436885212223,False
NA9LZLYvzM9uZMjVMwXPuo,0,2,1,33,1,7,1,1,3,30,1,8,BRONZE,1.8891253118933091,False
NA9LdzuONIKulNPhHMAiGJ,1,2,4,49,1,11,1,2,0,26,0,3,BRONZE,8.442221505193196,True
NA9LhYDC9ULDYGBgaHL2kE,1,4,1,31,0,8,0,0,0,17,1,2,PLATINUM,5.2000111649608485,True
NA9LkqmBJZlBPdToz6jwP1,1,4,1,32,1,9,0,0,0,10,0,2,BRONZE,14.522867243621183,True
NA9LsEqpMyt6qX6u4Wtpl4,0,0,0,26,1,4,1,4,0,41,1,5,IRON,-8.921587813648507,False
NA9Lso20r6JutYpUIhfMCa,0,0,0,31,0,3,0,4,3,41,1,11,BRONZE,-0.2263554508568148,False
NA9M4yaOtu91NMKXgrc93p,0,3,1,42,2,7,0,1,0,15,0,2,PLATINUM,13.16892465403906,True
NA9M5H6JPGCfedW4TzbF3J,0,0,2,64,0,2,0,0,2,89,0,4,BRONZE,-2.3119390876450368,False
NA9M9hivWQxWnhbO5qcplf,1,2,1,52,0,8,0,3,4,36,1,8,SILVER,6.799479754988141,True
NA9MEVA98RBvy5mjYACQcv,0,0,0,20,1,3,1,3,2,46,0,10,SILVER,-13.768418272356634,False
NA9MNCBIBqmHB1kmHYwATH,1,1,0,39,1,3,2,4,3,57,0,11,GOLD,-5.4351621066699,False
NA9MWTaze5RCnx4wNMwaft,0,1,0,30,1,4,0,2,0,12,0,2,SILVER,10.74406879821548,True
NA9MbBjLVmVkIfXulqKMBa,0,2,2,43,2,9,0,1,0,21,0,3,DIAMOND,10.53561981881667,True
NA9MbXwitxX1wI6VSTJCak,1,4,2,31,0,9,0,0,0,15,2,3,PLATINUM,13.572890331402943,True
NA9MrHZdIkQaSqu9b3329u,2,4,3,53,1,8,1,3,5,40,0,11,GOLD,4.0641926202184,False
NA9Mu2JVGcCMrT4uF2fnWK,0,2,2,36,1,7,1,3,2,49,0,9,BRONZE,-2.8490104719938287,False
NA9Mw9eaP6vHtcSMaKIe9l,0,0,0,17,0,2,1,4,0,27,1,7,SILVER,-6.0437105534609685,False
NA9N0Jg9TKvByhfOiL8nVU,1,1,2,26,0,10,0,2,0,34,2,4,PLATINUM,-4.09135694405775,True
NA9N45UroOHOVzlojwQOSZ,0,0,0,13,1,3,1,4,2,32,1,9,DIAMOND,-9.99808701043404,False
NA9N5K0oUsrv6gdYRqLOgg,1,3,1,21,2,7,0,0,0,8,0,1,PLATINUM,10.495267257836067,True
NA9N8hUDKOBTZNNa5s94oO,0,0,0,14,1,3,1,3,0,34,1,6,SILVER,-14.139845985039209,False
NA9NAoXGHwqdOZMALzUrBK,0,3,2,55,1,10,0,1,0,30,0,3,BRONZE,10.426202292722728,True
NA9NI1PmyMv8CDLMBaq8pA,0,0,0,20,0,1,1,4,6,32,2,11,IRON,-0.1164799176479718,False
